firstName,lastName,reason,reasonDetail,sessionDate,transferredVoteTo,source
"Нурлан Надирович","Торобеков","По состоянию здоровья","","27-28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья","","27-28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"27-28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Эристина Азрет-Алиевна","Кочкарова","В командировке","г.Санкт-Петербург","28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Каныбек Капашович","Иманалиев","В командировке","г.Санкт-Петербург","28.11.2013г.","М.Тиленчиевой","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Максат Эсенович","Сабиров","В командировке","г.Санкт-Петербург","28.11.2013г.","У.Аманбаевой","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Карганбек Садыкович","Самаков","В командировке","г.Санкт-Петербург","28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Эркин Абдышевич","Сакебаев","В командировке","г.Санкт-Петербург","28.11.2013г.","Т.Салимову","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Сайдулла Канболотович","Нышанов","В командировке","г.Санкт-Петербург","28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Дастан Далабайевич","Бекешев","В командировке","г.Санкт-Петербург","28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Жылдызкан Айтибаевна","Джолдошова","В командировке","г.Санкт-Петербург","28.11.2013г.","-","http://kenesh.kg/RU/Articles/19077-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2728__noyabrya_2013_goda.aspx"
"Дамира Абаскановна","Ниязалиева","По семейным обстоятельствам",,"20.11.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Улукбек Тойчубаевич","Кочкоров","В командировке","США","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Каныбек Капашович","Иманалиев","В командировке","США","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Равшан Бабырбекович","Жээнбеков","В командировке","США","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Турсунтай Аблизович","Салимов","В командировке","г.Москва","20-21.11.2013г.","Э.Сакебаеву","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Мамытбай Маткабылович","Салымбеков","В командировке &nbsp;",,"20-21.11.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Тынчтыкбек Урайимович","Шайназаров","В командировке","г.Ош","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Абдимуталип Калдарбаевич","Кочкорбаев","В командировке","Ошская, Жалал-Абадская, Баткенская обл.","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Эркинбек Джумабаевич","Алымбеков","В командировке","Катар","20-21.11.2013г.","А.Сасыкбаевага","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Мамат","Орозбаев","По состоянию здоровья",,"20-21.11.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Омурбек Чиркешович","Текебаев","По состоянию здоровья","","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Динара Шертаевна","Исаева","По состоянию здоровья","","20-21.11.2013г.","Н.Нарматовой","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья","","20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"20-21.11.2013г.","-","http://kenesh.kg/RU/Articles/18894-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2021__noyabrya_2013_goda.aspx"
"Эсенгул Байдалиевич","Исаков","На похоронах",,"13.11.2013г.","К.Иманалиеву","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Кожобек Джайчыбекович","Рыспаев","В командировке","Япония","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Бахтияр Сабиржанович","Кадыров","В командировке","Япония","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Нургазы Абдыраевич","Айдаров","В командировке","Япония","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Равшан Бабырбекович","Жээнбеков","В командировке","Япония","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Эркингуль Бекбачаевна","Иманкожоева","В командировке","Япония","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Нурбек Каарыевич","Алимбеков","В командировке","Япония","13-14.11.2013г.","Р.Акназаровой","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Акылбек Жусупович","Эшимов","В командировке","Япония","13-14.11.2013г.","Ч.Султанбековой","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Абдыманап Орозбаевич","Кутушев","В командировке","Япония","13-14.11.2013г.","Д.Тербишалиеву","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Алмазбек Баатырбекович","Баатырбеков","В командировке","Нарынская обл.","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"","Бакир уулу Турсунбай","В командировке","г.Москва","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Мамытбай Маткабылович","Салымбеков","В командировке",,"13-14.11.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Талантбек Макишович","Узакбаев","В командировке","КНР","13-14.11.2013г.","Э.Исакову","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Карганбек Садыкович","Самаков","В командировке","г.Париж","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Бакыт Эргешевич","Торобаев","По состоянию здоровья",,"13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Тынчтыкбек Урайимович","Шайназаров","По состоянию здоровья","","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья","","13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"13-14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Бахадыр Искакович","Сулейманов","В командировке","Нарынская обл.","14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Малик Калылович","Осмонов","В командировке","Ошская обл.","14.11.2013г.","А.Бекматову","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Омурбек Чиркешович","Текебаев","На официальном мероприятии Ч.Т.Айтматова",,"14.11.2013г.","-","http://kenesh.kg/RU/Articles/18741-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1314__noyabrya_2013_goda.aspx"
"Кожобек Джайчыбекович","Рыспаев","В командировке","Япония","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Бахтияр Сабиржанович","Кадыров","В командировке","Япония","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Нургазы Абдыраевич","Айдаров","В командировке","Япония","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Равшан Бабырбекович","Жээнбеков","В командировке","Япония","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Эркингуль Бекбачаевна","Иманкожоева","В командировке","Япония","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Нурбек Каарыевич","Алимбеков","В командировке","Япония","06.11.2013г.","РАкназаровой","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Акылбек Жусупович","Эшимов","В командировке","Япония","06.11.2013г.","Ч.Султанбековой","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Абдыманап Орозбаевич","Кутушев","В командировке","Япония","06.11.2013г.","Д.Тербишалиеву","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Эсенгул Байдалиевич","Исаков","В командировке","Шотландия","06.11.2013г.","К.Иманалиеву","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Максат Эсенович","Сабиров","В командировке","Таджикистан","06.11.2013г.","У.Аманбаевой","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Жусупали Калматович","Исаев","В командировке","Таджикистан","06.11.2013г.","З.Жоошбекову","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Омурбек Чиркешович","Текебаев","По состоянию здоровья",,"06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья","","06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"06.11.2013г.","-","http://kenesh.kg/RU/Articles/18625-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_06__noyabrya_2013_goda.aspx"
"Мамат","Орозбаев","По состоянию здоровья",,"30.10.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Малик Калылович","Осмонов","В командировке","Ошская обл.","30.10.2013г.","А.Эшимову","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Эсенгул Байдалиевич","Исаков","В командировке","г.Москва","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Абдыжапар Гапырович","Бекматов","В командировке","г.Москва","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Омурбек Чиркешович","Текебаев","В командировке","Турция","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Ирина Юрьевна","Карамушкина","В командировке","г.Санкт-Петербург","30-31.10.2013г.","Ж.Исаеву","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Абдыманап Орозбаевич","Кутушев","В командировке","г.Санкт-Петербург","30-31.10.2013г.","Д.Тербишалиеву","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Феликс Шаршенбаевич","Кулов","В командировке","г.Санкт-Петербург","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Бакыт Эргешевич","Торобаев","В командировке","г.Ташкент","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Тынчтыкбек Урайимович","Шайназаров","В командировке","г.Ташкент","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Назарали Турдалиевич","Арипов","В командировке","Иран","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Замирбек Маданбекович","Алымбеков","В командировке","Иран","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"","Бакир уулу Турсунбай","В командировке","Иран","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Курманбек Сапарович","Дыйканбаев","В командировке","Иран","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Абдулатип Маматасанович","Режавалиев","В командировке","Сузакский р-н","30-31.10.2013г.","Э.Джумалиевой","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Алмазбек Баатырбекович","Баатырбеков","В командировке","ОАЭ","30-31.10.2013г.","К.Исаеву","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья",,"30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Хаджимурат Зулкарнаевич","Коркмазов","По состоянию здоровья","","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"30-31.10.2013г.","-","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Жылдызкан Айтибаевна","Джолдошева","По состоянию здоровья",,"31.10.2013ж.","М.Абдылдаеву","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Талантбек Макишович","Узакбаев","На совете по вопросам управления пастбищами",,"31.10.2013г.","К.Рыспаеву","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Абдимиталип Калдарбаевич","Кочкорбаев","На круглом столе",,"31.10.2013г.","У.Кочкорову","http://kenesh.kg/RU/Articles/18514-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_3031_oktyabrya_2013_goda.aspx"
"Наталья Владимировна","Никитенко","По состоянию здоровья",,"23.10.2013г.","Ж.Сапарбаеву","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Бактыгул Арстанович","Маматов","В командировке","Ошская обл.","23.10.2013г.","Д.Бекешову","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Эсенгул Байдалиевич","Исаков","В командировке","Польша","23-24.10.2013г.","-","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Каныбек Капашович","Иманалиев","В командировке","г.Новосибирск","23-24.10.2013г.","М.Тиленчиевой","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Талантбек Макишович","Узакбаев","В командировке","г.Новосибирск","23-24.10.2013г.","К.Рыспаеву","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Майрамкан Мамытовна","Кадырбекова","В командировке","г.Новосибирск","23-24.10.2013г.","-","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Малик Калылович","Осмонов","В командировке","Российская Федерация","23-24.10.2013г.","А.Эшимову","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Эльмира Бусурманкуловна","Джумалиева","В командировке","г.Москва","23-24.10.2013г.","-","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Акылбек Шакирович","Султанов","В командировке","г.Ош","23-24.10.2013г.","З.Жоошбекову","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Мамат","Орозбаев","По состоянию здоровья",,"23-24.10.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","23-24.10.2013г.","-","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья","","23-24.10.2013г.","-","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Гульнара Оморовна","Жамгырчиева","По уважительной причине",,"23-24.10.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине","","23-24.10.2013г.","-","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Жылдызкан Айтибаевна","Джолдошова","По состоянию здоровья",,"24.10.2013г.","М.Абдылдаеву","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Максат Эсенович","Сабиров","В командировке","г.Санкт-Петербург","24.10.2013г.","Н.Мурашеву","http://kenesh.kg/RU/Articles/18456-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2324_oktyabrya_2013_goda.aspx"
"Нурлан Надирович","Торобеков","На встрече с делегацией из Афганистана",,"09.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"","Шер Болот","В командировке","Азербайджан","09-10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Бахадыр Искакович","Сулейманов","В командировке","Азербайджан","09-10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Карамат Бабашевна","Орозова","В командировке","Азербайджан","09-10.10.2013г.","З.Алымбекову","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Малик Калылович","Осмонов","В командировке","КНР","09-10.10.2013г.","А.Эшимову","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Мамат","Орозбаев","В командировке","Ошская обл.","09-10.10.2013г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Курманбек Эргешович","Осмонов","По состоянию здоровья",,"09-10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Нурлан Чолпонбаевич","Сулайманов","По состоянию здоровья","","09-10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"09-10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Айнуру Тойчиевна","Алтыбаева","В командировке","г.Санкт-Петербург","10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Нурбек Каарыевич","Алимбеков","В командировке","г.Санкт-Петербург","10.10.2013г.","А.Эшимову","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
"Бахадыр Искакович","Кадыров","В командировке","г.Санкт-Петербург","10.10.2013г.","-","http://kenesh.kg/RU/Articles/18116-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0910_oktyabrya_2013_goda.aspx"
