firstName,lastName,reason,reasonDetail,sessionDate,transferredVoteTo,source
"Нурлан Надирович","Торобеков","По состоянию здоровья","","14.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Анарбек Баратович","Калматов","В командировке","Ошская обл.","14-15.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья",,"14-15.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Жылдызкан Айтибаевна","Жолдошова","По состоянию здоровья","","14-15.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"14-15.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","14-15.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Назарали Турдалиевич","Арипов","На встрече",,"15.01.2015г.","-","http://kenesh.kg/RU/Articles/27190-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1415yanvarya_2015_goda.aspx"
"Замир Исакович","Бекбоев","В командировке","Нарынская обл.","31.12.2014г.","-","http://kenesh.kg/RU/Articles/27255-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_31dekabrya_2014_goda_.aspx"
"Карамат Бабашевна","Орозова","В командировке","Баткенская обл.","31.12.2014г.","Э.Сакебаеву","http://kenesh.kg/RU/Articles/27255-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_31dekabrya_2014_goda_.aspx"
"Нуркамил Апишевич","Мадалиев","В связи с семейными обстоятельствами",,"31.12.2014г.","А.Артыкову","http://kenesh.kg/RU/Articles/27255-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_31dekabrya_2014_goda_.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья",,"31.12.2014г.","-","http://kenesh.kg/RU/Articles/27255-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_31dekabrya_2014_goda_.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"31.12.2014г.","-","http://kenesh.kg/RU/Articles/27255-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_31dekabrya_2014_goda_.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","31.12.2014г.","-","http://kenesh.kg/RU/Articles/27255-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_31dekabrya_2014_goda_.aspx"
"Галина Анатольевна","Скрипкина","В командировке","г.Ош","24.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Карганбек Садыкович","Самаков","В командировке","Баткенская обл.","24.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Эсенгул Байдалиевич","Исаков","В командировке","Баткенская обл.","24-25.12.2014г.","Т.Узакбаеву","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Татьяна Владимировна","Левина","В командировке","Иссык-Кульская   обл.","24-25.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья",,"24-25.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"24-25.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","24-25.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Максат Эсенович","Сабиров","В командировке","Иссык-Кульская   обл.","25.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Акылбек Шакирович","Султанов","В командировке","Ошская обл.","25.12.2014г.","-","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Кантемир Зулумович","Мурзабеков","В командировке","Жалал-Абадская   обл.","25.12.2014г.","Д.Джумабекову","http://kenesh.kg/RU/Articles/26951-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2425dekabrya_2014_goda_.aspx"
"Сайдулла Канболотович","Нышанов","По состоянию здоровья",,"17.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Курманбек Сапарович","Дыйканбаев","В командировке","Швейцария","17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Турсунтай Аблизович","Салимов","В командировке","Швейцария","17-18.12.2014г.","Э.Сакебаеву","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Галина Анатольевна","Скрипкина","В командировке","Швейцария","17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Ажибай Айтиевич","Калмаматов","В командировке","Турция","17-18.12.2014г.","Э.Осмонову","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Максат Эсенович","Сабиров","На поминках &nbsp;",,"17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья",,"17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Феликс Шаршенбаевич","Кулов","По состоянию здоровья","","17-18.12.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","17-18.12.2014г.","-","http://kenesh.kg/RU/Articles/26836-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1718dekabrya_2014_goda.aspx"
"Мирлан Исакбекович","Бакиров","В   командировке","Кочкорский р-н","10.12.2014г.","Т.Шайназарову","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Дастан Далабайевич","Бекешев","На   похоронах",,"10.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Јмірбек Чиркешович","Текебаев","В   командировке","Италия","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Дамира Абаскановна","Ниязалиева","В   командировке","США","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Айнуру Тойчиевна","Алтыбаева","В   командировке","г.Астана","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Бахадыр Искакович","Сулейманов","В   командировке","г.Астана","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Эльмира Сансызбаевна","Иманалиева","В   командировке","г.Астана","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Акылбек Шакирович","Султанов","В   командировке","г.Ош","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Жылдызкан Айтибаевна","Джолдошова","В   командировке","г.Ош","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Ыргал Кармышаковна","Кадыралиева","В   командировке","г.Ош","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Эсенгул Байдалиевич","Исаков","По   состоянию здоровья",,"10-11.12.2014г.","Т.Узакбаеву","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Урмат Абдилашимовна","Аманбаева","По   состоянию здоровья","","10-11.12.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Нариман Ташболотович","Тюлеев","По   уважительной причине",,"10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Ахматбек Келдибекович","Келдибеков","По   уважительной причине","","10-11.12.2014г.","-","http://kenesh.kg/RU/Articles/26715-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1011dekabrya_2014_goda_.aspx"
"Кенжебек Сатымкулович","Бокоев","В командировке","Польша","03-04.12.2014г.","М.Сабирову","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Роза Корчубековна","Акназарова","В командировке","Швейцария","03-04.12.2014г.","Ч.Султанбековой","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Айнуру Тойчиевна","Алтыбаева","В командировке","г.Ош","03-04.12.2014г.","-","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Эсенгул Байдалиевич","Исаков","По состоянию здоровья",,"03-04.12.2014г.","Т.Узакбаеву","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","03-04.12.2014г.","-","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья","","03-04.12.2014г.","-","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"03-04.12.2014г.","-","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","03-04.12.2014г.","-","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Уланбек Калдарович","Нуркулов","По уважительной причине","Жалал-Абадская   обл.","04.12.2014г.","-","http://kenesh.kg/RU/Articles/26577-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_0304dekabrya_2014_goda_.aspx"
"Өмүрбек Чиркешович","Текебаев","В командировке","г.Москва","26.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Мирлан Исакбекович","Бакиров","В командировке","На Малом и Большом","26.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Максат Эсенович","Сабиров","В связи с семейными обстоятельствами",,"26.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Карганбек Садыкович","Самаков","В командировке","г.Париж","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Чыныбай Акунович","Турсунбеков","В командировке","г.Париж","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Эсенгул Байдалиевич","Исаков","В командировке","г.Париж","26-27.11.2014г.","Т.Узакбаеву","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Кенжебек Сатымкулович","Бокоев","В командировке","г.С-Петербург","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Алмазбек Баатырбекович","Баатырбеков","В командировке","г.С-Петербург","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Галина Анатольевна","Скрипкина","В командировке","г.С-Петербург","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Курманбек Эргешович","Осмонов","В командировке","г.С-Петербург","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Анарбек Баратович","Калматов","В командировке","Жалал-Абадская   обл.","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Эркингуль Бекбачаевна","Иманкожоева","В командировке","Швейцария","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Кожобек Джайчыбекович","Рыспаев","В командировке","Швейцария","26-27.11.2014г.","Т.Узакбаеву","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Равшан Бабырбекович","Жээнбеков","В командировке",,"26-27.11.2014г.","О.Абдрахманову","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Данияр Омурзакович","Тербишалиев","В связи с семейными обстоятельствами",,"26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","26-27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Асылбек Шарипович","Жээнбеков","В командировке","г.С-Петербург","27.11.2014г.","-","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Нуркамил Апишевич","Мадалиев","В командировке","г.С-Петербург","27.11.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Айнуру Тойчиевна","Алтыбаева","В командировке","г.С-Петербург","27.11.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Бахадыр Искакович","Сулейманов","В командировке","г.С-Петербург","27.11.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Максат Эсенович","Сабиров","В командировке","г.С-Петербург","27.11.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Эркин Абдышевич","Сакебаев","В командировке","г.С-Петербург","27.11.2014г.","&nbsp;","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Нурбек Каарыевич","Алимбеков","В командировке","г.С-Петербург","27.11.2014г.","А.Эшимову","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Эристина Азрет-Алиевна","Кочкарова","В командировке","г.Алматы","27.11.2014г.","Ф.Кулову","http://kenesh.kg/RU/Articles/26354-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_2627noyabrya_2014_goda.aspx"
"Дамира Абаскановна","Ниязалиева","В командировке","Нарынская обл.","19.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Асылбек Шарипович","Жээнбеков","В командировке","Япония","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Чолпон Аалыевна","Султанбекова","В командировке","Япония","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Мыктыбек Юсупович","Абдылдаев","В командировке","Япония","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Замир Исакович","Бекбоев","В командировке","Япония","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Сайдулла Канболотович","Нышанов","В командировке","Япония","19-20.11.2014г.","Б.Калмаматову","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Алтынбек Турдубаевич","Сулайманов","В командировке","Япония","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Турсунтай Аблизович","Салимов","В командировке","Япония","19-20.11.2014г.","Э.Сакебаеву","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Карганбек Садыкович","Самаков","В командировке","Япония","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Курманбек Сапарович","Дыйканбаев","В командировке","Малайзия","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Эркингуль Бекбачаевна","Иманкожоева","В командировке","Италия","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Акылбек Шакирович","Султанов","В командировке","Ошская обл.","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Мирлан Исакбекович","Бакиров","В командировке","На Малом и Большом","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Анвар","Артыков","По состоянию здоровья",,"19-20.11.2014г.","Н.Мадалиеву","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья","","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Алла Николаевна","Измалкова","По состоянию здоровья","","19-20.11.2014г.","Ч.Турсунбекову","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Максат Эсенович","Сабиров","На похоронах",,"19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","19-20.11.2014г.","-","http://kenesh.kg/RU/Articles/26217-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1920noyabrya_2014_goda_.aspx"
"Жылдызкан Айтибаевна","Джолдошова","В командировке","США","12.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"","Бакир уулу Турсунбай","В командировке","г.Минск","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Кожобек Джайчыбекович","Рыспаев","В командировке","КНР","12-13.11.2014г.","Т.Узакбаеву","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Абдыманап Орозбаевич","Кутушев","В командировке","КНР","12-13.11.2014г.","М.Мадеминову","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Наталья Владимировна","Никитенко","В командировке","КНР","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Бөдөш Аманбаевна","Мамырова","В командировке","Ошская обл.","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Карганбек Садыкович","Самаков","В командировке","Ошская обл.","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Надира Азимовна","Нарматова","В командировке","г.Алматы","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Данияр Омурзакович","Тербишалиев","В командировке","г.Алматы","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Уланбек Калдарович","Нуркулов","На похоронах",,"12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Урмат Абдилашимовна","Аманбаева","По состоянию здоровья",,"12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Нурлан Надирович","Торобеков","По состоянию здоровья","","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Нариман Ташболотович","Тюлеев","По уважительной причине",,"12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Ахматбек Келдибекович","Келдибеков","По уважительной причине","","12-13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
"Дамира Абаскановна","Ниязалиева","В командировке","г.Алматы","13.11.2014г.","-","http://kenesh.kg/RU/Articles/26124-Svedeniya_ob_uchastii_deputatov_v_zasedaniyax_ZHK_1213noyabrya_2014_goda.aspx"
